@category	Mac OS Classic
@name	Mac OS Gaelic
@alias	MacGaelic
@charset	x-mac-gaelic
@cfstringencoding	40
@filename-kte	macgaelic.kte
@filename-txt	VENDORS/APPLE/GAELIC.TXT
@verify-against	http://www.unicode.org/Public/MAPPINGS/VENDORS/APPLE/GAELIC.TXT
@cite-author	Apple, Inc.
@cite-title	Map (external version) from Mac OS Gaelic character set to Unicode 3.0 and later.
@cite-publisher	Apple, Inc.
@cite-date	1 Apr 2005
@cite-url	http://www.unicode.org/Public/MAPPINGS/VENDORS/APPLE/GAELIC.TXT
@cite-copyright	2005 Apple, Inc.
@import	fragments/ascii-all.txt
0xA7	0x00DF	# LATIN SMALL LETTER SHARP S
0xA8	0x00AE	# REGISTERED SIGN
0xA9	0x00A9	# COPYRIGHT SIGN
0xAA	0x2122	# TRADE MARK SIGN
0xAB	0x00B4	# ACUTE ACCENT
0xAC	0x00A8	# DIAERESIS
0xAD	0x2260	# NOT EQUAL TO
0xAE	0x00C6	# LATIN CAPITAL LETTER AE
0xAF	0x00D8	# LATIN CAPITAL LETTER O WITH STROKE
0xB0	0x1E02	# LATIN CAPITAL LETTER B WITH DOT ABOVE
0xB1	0x00B1	# PLUS-MINUS SIGN
0xB2	0x2264	# LESS-THAN OR EQUAL TO
0xB3	0x2265	# GREATER-THAN OR EQUAL TO
0xB4	0x1E03	# LATIN SMALL LETTER B WITH DOT ABOVE
0xB5	0x010A	# LATIN CAPITAL LETTER C WITH DOT ABOVE
0xB6	0x010B	# LATIN SMALL LETTER C WITH DOT ABOVE
0xB7	0x1E0A	# LATIN CAPITAL LETTER D WITH DOT ABOVE
0xB8	0x1E0B	# LATIN SMALL LETTER D WITH DOT ABOVE
0xB9	0x1E1E	# LATIN CAPITAL LETTER F WITH DOT ABOVE
0xBA	0x1E1F	# LATIN SMALL LETTER F WITH DOT ABOVE
0xBB	0x0120	# LATIN CAPITAL LETTER G WITH DOT ABOVE
0xBC	0x0121	# LATIN SMALL LETTER G WITH DOT ABOVE
0xBD	0x1E40	# LATIN CAPITAL LETTER M WITH DOT ABOVE
0xBE	0x00E6	# LATIN SMALL LETTER AE
0xBF	0x00F8	# LATIN SMALL LETTER O WITH STROKE
0xC0	0x1E41	# LATIN SMALL LETTER M WITH DOT ABOVE
0xC1	0x1E56	# LATIN CAPITAL LETTER P WITH DOT ABOVE
0xC2	0x1E57	# LATIN SMALL LETTER P WITH DOT ABOVE
0xC3	0x027C	# LATIN SMALL LETTER R WITH LONG LEG
0xC4	0x0192	# LATIN SMALL LETTER F WITH HOOK
0xC5	0x017F	# LATIN SMALL LETTER LONG S
0xC6	0x1E60	# LATIN CAPITAL LETTER S WITH DOT ABOVE
0xC7	0x00AB	# LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
0xC8	0x00BB	# RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
0xC9	0x2026	# HORIZONTAL ELLIPSIS
0xCA	0x00A0	# NO-BREAK SPACE
0xCB	0x00C0	# LATIN CAPITAL LETTER A WITH GRAVE
0xCC	0x00C3	# LATIN CAPITAL LETTER A WITH TILDE
0xCD	0x00D5	# LATIN CAPITAL LETTER O WITH TILDE
0xCE	0x0152	# LATIN CAPITAL LIGATURE OE
0xCF	0x0153	# LATIN SMALL LIGATURE OE
0xD0	0x2013	# EN DASH
0xD1	0x2014	# EM DASH
0xD2	0x201C	# LEFT DOUBLE QUOTATION MARK
0xD3	0x201D	# RIGHT DOUBLE QUOTATION MARK
0xD4	0x2018	# LEFT SINGLE QUOTATION MARK
0xD5	0x2019	# RIGHT SINGLE QUOTATION MARK
0xD6	0x1E61	# LATIN SMALL LETTER S WITH DOT ABOVE
0xD7	0x1E9B	# LATIN SMALL LETTER LONG S WITH DOT ABOVE
0xD8	0x00FF	# LATIN SMALL LETTER Y WITH DIAERESIS
0xD9	0x0178	# LATIN CAPITAL LETTER Y WITH DIAERESIS
0xDA	0x1E6A	# LATIN CAPITAL LETTER T WITH DOT ABOVE
0xDB	0x20AC	# EURO SIGN
0xDC	0x2039	# SINGLE LEFT-POINTING ANGLE QUOTATION MARK
0xDD	0x203A	# SINGLE RIGHT-POINTING ANGLE QUOTATION MARK
0xDE	0x0176	# LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
0xDF	0x0177	# LATIN SMALL LETTER Y WITH CIRCUMFLEX
0xE0	0x1E6B	# LATIN SMALL LETTER T WITH DOT ABOVE
0xE1	0x00B7	# MIDDLE DOT
0xE2	0x1EF2	# LATIN CAPITAL LETTER Y WITH GRAVE
0xE3	0x1EF3	# LATIN SMALL LETTER Y WITH GRAVE
0xE4	0x204A	# TIRONIAN SIGN ET
0xE5	0x00C2	# LATIN CAPITAL LETTER A WITH CIRCUMFLEX
0xE6	0x00CA	# LATIN CAPITAL LETTER E WITH CIRCUMFLEX
0xE7	0x00C1	# LATIN CAPITAL LETTER A WITH ACUTE
0xE8	0x00CB	# LATIN CAPITAL LETTER E WITH DIAERESIS
0xE9	0x00C8	# LATIN CAPITAL LETTER E WITH GRAVE
0xEA	0x00CD	# LATIN CAPITAL LETTER I WITH ACUTE
0xEB	0x00CE	# LATIN CAPITAL LETTER I WITH CIRCUMFLEX
0xEC	0x00CF	# LATIN CAPITAL LETTER I WITH DIAERESIS
0xED	0x00CC	# LATIN CAPITAL LETTER I WITH GRAVE
0xEE	0x00D3	# LATIN CAPITAL LETTER O WITH ACUTE
0xEF	0x00D4	# LATIN CAPITAL LETTER O WITH CIRCUMFLEX
0xF0	0x2663	# BLACK CLUB SUIT
0xF1	0x00D2	# LATIN CAPITAL LETTER O WITH GRAVE
0xF2	0x00DA	# LATIN CAPITAL LETTER U WITH ACUTE
0xF3	0x00DB	# LATIN CAPITAL LETTER U WITH CIRCUMFLEX
0xF4	0x00D9	# LATIN CAPITAL LETTER U WITH GRAVE
0xF5	0x0131	# LATIN SMALL LETTER DOTLESS I
0xF6	0x00DD	# LATIN CAPITAL LETTER Y WITH ACUTE
0xF7	0x00FD	# LATIN SMALL LETTER Y WITH ACUTE
0xF8	0x0174	# LATIN CAPITAL LETTER W WITH CIRCUMFLEX
0xF9	0x0175	# LATIN SMALL LETTER W WITH CIRCUMFLEX
0xFA	0x1E84	# LATIN CAPITAL LETTER W WITH DIAERESIS
0xFB	0x1E85	# LATIN SMALL LETTER W WITH DIAERESIS
0xFC	0x1E80	# LATIN CAPITAL LETTER W WITH GRAVE
0xFD	0x1E81	# LATIN SMALL LETTER W WITH GRAVE
0xFE	0x1E82	# LATIN CAPITAL LETTER W WITH ACUTE
0xFF	0x1E83	# LATIN SMALL LETTER W WITH ACUTE
